edge_id,u,v,dist,edge_type
direct_edge_000400,sw_1125849354,ew_1125849354,0.0,direct
direct_edge_000401,sw_1125849355,ew_1125849355,0.0,direct
direct_edge_000402,sw_1125849360,ew_1125849360,0.0,direct
direct_edge_000403,sw_1125849366,ew_1125849366,0.0,direct
direct_edge_000404,sw_1125849379,ew_1125849379,0.0,direct
direct_edge_000405,sw_1125849380,ew_1125849380,0.0,direct
direct_edge_000406,sw_1125849398,ew_1125849398,0.0,direct
direct_edge_000407,sw_1125849405,ew_1125849405,0.0,direct
direct_edge_000408,sw_1125849416,ew_1125849416,0.0,direct
direct_edge_000409,sw_1125849418,ew_1125849418,0.0,direct
direct_edge_000410,sw_1125849427,ew_1125849427,0.0,direct
direct_edge_000411,sw_1125849442,ew_1125849442,0.0,direct
direct_edge_000412,sw_1125851330,ew_1125851330,0.0,direct
direct_edge_000413,sw_1125851337,ew_1125851337,0.0,direct
direct_edge_000414,sw_1125851341,ew_1125851341,0.0,direct
direct_edge_000415,sw_1125851346,ew_1125851346,0.0,direct
direct_edge_000416,sw_1125853529,ew_1125853529,0.0,direct
direct_edge_000417,sw_1125853534,ew_1125853534,0.0,direct
direct_edge_000418,sw_1125853535,ew_1125853535,0.0,direct
direct_edge_000419,sw_1125853537,ew_1125853537,0.0,direct
direct_edge_000420,sw_1125853538,ew_1125853538,0.0,direct
direct_edge_000421,sw_1125853539,ew_1125853539,0.0,direct
direct_edge_000422,sw_1125853540,ew_1125853540,0.0,direct
direct_edge_000423,sw_1125853541,ew_1125853541,0.0,direct
direct_edge_000424,sw_1125853545,ew_1125853545,0.0,direct
direct_edge_000425,sw_1125853549,ew_1125853549,0.0,direct
direct_edge_000426,sw_1125853554,ew_1125853554,0.0,direct
direct_edge_000427,sw_1125853556,ew_1125853556,0.0,direct
direct_edge_000428,sw_1125853557,ew_1125853557,0.0,direct
direct_edge_000429,sw_1125853561,ew_1125853561,0.0,direct
direct_edge_000430,sw_1125853564,ew_1125853564,0.0,direct
direct_edge_000431,sw_1125853568,ew_1125853568,0.0,direct
direct_edge_000432,sw_1125853569,ew_1125853569,0.0,direct
direct_edge_000433,sw_1125853576,ew_1125853576,0.0,direct
direct_edge_000434,sw_1125853580,ew_1125853580,0.0,direct
direct_edge_000435,sw_1125853581,ew_1125853581,0.0,direct
direct_edge_000436,sw_1125853582,ew_1125853582,0.0,direct
direct_edge_000437,sw_1296643953,ew_1296643953,0.0,direct
