node_id,base_node_id,x,y,lon,lat
5472423369,5472423369,638809.8032926446,918368.0235159218,124.2604867,8.3061858
5472423372,5472423372,638809.7367326855,918413.2174098903,124.2604874,8.3065945
5472423373,5472423373,638810.6941618009,918437.7250141525,124.2604968,8.3068161
5472423374,5472423374,638812.6151566879,918460.5548638086,124.2605149,8.3070225
5472423375,5472423375,638704.2295323112,918379.1994495023,124.2595285,8.3062899
5472423378,5472423378,638716.1515670039,918440.1448436469,124.2596385,8.3068407
5472423384,5472423384,638530.395542107,918162.8617770243,124.257944,8.3043385
5472423385,5472423385,638505.3072238447,918155.2296004642,124.257716,8.3042702
5472423391,5472423391,638427.2196774916,918115.8699186879,124.2570059,8.3039165
5472423397,5472423397,638444.7597067796,918034.2621856517,124.2571628,8.303178
5472423399,5472423399,638414.1281567286,918027.5634964854,124.2568845,8.3031183
5472423406,5472423406,638401.5400608599,918107.1301351814,124.2567725,8.3038382
5472423408,5472423408,638442.774259541,918125.5286153009,124.2571474,8.3040034
5472423410,5472423410,638457.3626948507,918158.5276933602,124.2572808,8.3043014
5472423411,5472423411,638452.0884692693,918192.7686579323,124.2572339,8.3046112
5472423412,5472423412,638447.5591350993,918224.8224996855,124.2571937,8.3049012
5472423413,5472423413,638165.5494265358,918837.7585226202,124.2546509,8.3104522
5472423417,5472423417,638159.5684899184,918907.4381129063,124.2545986,8.3110825
5487860076,5487860076,639705.1696473216,911227.3686059745,124.2684093,8.2415856
5504228534,5504228534,638587.964955356,914186.821752444,124.2583524,8.2683806
5504228537,5504228537,638525.8044406731,914222.1436742663,124.2577891,8.2687018
5504235166,5504235166,642863.2658893947,911482.9077258373,124.2970848,8.2438048
5504235185,5504235185,642399.6005153625,911138.2603374944,124.2928657,8.2407017
5504236410,5504236410,632328.2670430093,906716.741688097,124.2013206,8.2010001
5504236416,5504236416,632286.7619887553,906674.0122043075,124.2009427,8.2006148
5554205315,5554205315,639907.0907303477,909330.5539602444,124.2701876,8.2244265
5554205826,5554205826,639673.8757605519,909356.8295601129,124.2680714,8.2246708
5554205829,5554205829,640928.2876208171,909990.310367838,124.2794764,8.2303634
5554205835,5554205835,640934.7257691296,910230.0253592479,124.2795418,8.232531
5554205837,5554205837,640929.4991526802,910110.9797351225,124.2794909,8.2314546
5554205839,5554205839,640927.7342558126,909966.987161976,124.2794707,8.2301525
5554205846,5554205846,640402.8600978397,909952.3963680037,124.2747058,8.2300357
5554205847,5554205847,640449.0662239027,909871.819913959,124.2751229,8.2293057
5554225770,5554225770,658390.2091701968,914392.556218215,124.4381234,8.2696349
5554227950,5554227950,658270.0701054032,915752.6320778531,124.4370774,8.2819374
5554227988,5554227988,657412.8139286153,915462.7223813212,124.4292858,8.2793438
5613595092,5613595092,638882.21667952,918383.4917012046,124.2611446,8.3063236
5613595093,5613595093,638857.7238503699,918420.7125014319,124.2609233,8.3066609
5613595094,5613595094,638858.8413812338,918377.5455586459,124.2609322,8.3062705
5613595096,5613595096,638394.6643910423,918320.0411523224,124.2567162,8.3057638
5760285705,5760285705,634117.2035441588,907422.3408033643,124.2175781,8.2073324
