idx,base_osmid,layer,lat,lon,node_type
4586,2151,0,8.220767100000002,124.26020579999998,intersection
4587,2151,2,8.220767100000002,124.26020579999998,intersection
4588,2678,0,8.223239899999998,124.26486950000002,intersection
4589,2678,2,8.223239899999998,124.26486950000002,intersection
4590,1875,0,8.222210499999997,124.258068,intersection
4591,1875,2,8.222210499999997,124.258068,intersection
4592,1874,0,8.223958199999998,124.2570273,intersection
4593,1874,2,8.223958199999998,124.2570273,intersection
4594,1876,0,8.224677199999999,124.25681230000002,intersection
4595,1876,2,8.224677199999999,124.25681230000002,intersection
4596,1877,0,8.2243203,124.2574927,intersection
4597,1877,2,8.2243203,124.2574927,intersection
4598,1879,0,8.227983699999998,124.27570890000001,intersection
4599,1879,2,8.227983699999998,124.27570890000001,intersection
4600,1880,0,8.226817,124.27760530000002,intersection
4601,1880,2,8.226817,124.27760530000002,intersection
4602,1881,0,8.228200199999996,124.275481,intersection
4603,1881,2,8.228200199999996,124.275481,intersection
4604,2668,0,8.2174352,124.2819129,intersection
4605,2668,2,8.2174352,124.2819129,intersection
4606,1882,0,8.228875499999996,124.2744897,intersection
4607,1882,2,8.228875499999996,124.2744897,intersection
4608,1883,0,8.229305699999998,124.27512290000001,intersection
4609,1883,2,8.229305699999998,124.27512290000001,intersection
4610,1884,0,8.228023100000001,124.27376350000002,intersection
4611,1884,2,8.228023100000001,124.27376350000002,intersection
4612,3546,0,8.2300357,124.27470580000002,intersection
4613,3546,2,8.2300357,124.27470580000002,intersection
4614,3545,0,8.229597000000002,124.2757753,intersection
4615,3545,2,8.229597000000002,124.2757753,intersection
4616,2676,0,8.2262038,124.26833150000002,intersection
4617,2676,2,8.2262038,124.26833150000002,intersection
4618,1885,0,8.2305348,124.2815763,intersection
4619,1885,2,8.2305348,124.2815763,intersection
4620,1886,0,8.230152499999999,124.2794707,intersection
4621,1886,2,8.230152499999999,124.2794707,intersection
4622,1887,0,8.2329887,124.28677320000001,intersection
4623,1887,2,8.2329887,124.28677320000001,intersection
4624,3543,0,8.230363399999998,124.27947639999998,intersection
4625,3543,2,8.230363399999998,124.27947639999998,intersection
4626,4697,0,8.2389742,124.28939819999998,intersection
4627,4697,2,8.2389742,124.28939819999998,intersection
4628,3868,0,8.229811999999999,124.297636,intersection
4629,3868,2,8.229811999999999,124.297636,intersection
4630,1888,0,8.2377213,124.2802922,intersection
4631,1888,2,8.2377213,124.2802922,intersection
4632,1889,0,8.241875,124.273527,intersection
4633,1889,2,8.241875,124.273527,intersection
4634,1891,0,8.237981399999999,124.281102,intersection
4635,1891,2,8.237981399999999,124.281102,intersection
4636,1896,0,8.242285800000001,124.27319170000001,intersection
4637,1896,2,8.242285800000001,124.27319170000001,intersection
4638,1897,0,8.2426328,124.27442680000001,intersection
4639,1897,2,8.2426328,124.27442680000001,intersection
4640,1894,0,8.241450899999998,124.2730046,intersection
4641,1894,2,8.241450899999998,124.2730046,intersection
4642,1892,0,8.240970750001239,124.27204374999751,intersection
4643,1892,2,8.240970750001239,124.27204374999751,intersection
